@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58'

@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}

@data
0,0,20,0,1.07,2.276,0,0,485,0,0,0,0.15,0.3,0,0,0.3,0,0.15,0,0,0,0.15,0.15,0.15,0.46,0,0.15,0
0,0,12,0,1.08,1.636,0,0,54,1.8,0,0,1.8,0.36,0,0,0,0.72,0.36,0,0,0,0,0,0,1.44,0,0.36,0
0.037,0,30,0,0,12.43,0,0,2051,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0
0,0,6,0,0,1.428,0,0,40,0,0,0,2.02,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,37,0,0,1.59,0,0,272,0.3,0,0,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0
0,0,18,0,2.17,2.1,0,0,42,0,0,0,0,2.17,2.17,0,0,0,0,0,0,0,1.08,0,0,1.08,0,0,0
0,0,17,0,0,2.508,0,0,143,0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,1.84,0,0,0
0.129,0,10,0,0,2.142,0,0,150,4.51,0,3.22,0,0,3.22,0,0,0,0,0,0,0,0,0,1.29,0.64,0.194,1.29,0
0,0,3,0,1.06,1.142,0,0,40,0,0,1.06,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0
1.739,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,55,0,0.14,4.454,0,0,931,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.44,0
0.178,0,7,0,0,1.666,0,0,50,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.636,0,10,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0
0.444,0,12,0,0,2.333,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0
0,0,6,0,0,1.533,0,0,23,0,0,1.35,0,1.35,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0
0,0.032,33,0,0.23,3.275,0.11,0,511,0.57,0,0.11,0.23,0.46,0.69,0.23,0,0,0,0,0.11,0,0,1.15,0,0.34,0,0,0
0,0.024,81,0,0.17,4.665,0,0,1031,0.62,0,0.08,0,0.35,0.71,0.17,0,0,0,0,0,0,0,0.8,0,0.26,0,0,0
0,0.021,45,0,0.22,3.03,0,0,706,0.67,0,0.07,0.07,0.29,0.74,0.29,0,0,0,0,0.07,0,0,0.74,0.07,0.22,0,0,0
0,0,11,0,0,2.095,0,0,44,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
0,0,6,0,0,1.842,0,0,35,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
0.283,0,13,0,1.66,2.022,0,0,91,0.41,0,0,0,2.91,0.41,0.41,0.41,0,0,0,0,0,0,0,0,0.83,0,0,0
0,0,20,0,0.06,1.997,0.13,0,787,2.54,0,0,0,0,0.13,0.06,0.13,0.13,0,0.06,0,0.06,0.13,0.13,0,1.67,0,0.26,0
0,0,1,0,0,1,0,0,11,0,0,2.32,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34,0,0.38,2.953,0,0,127,0.77,0,0.38,0.38,1.16,0.77,0.38,0,0,0,0,0.38,0,0,0.38,0,1.55,0,0,0
0,0,19,0,0,2.565,0,0,295,5.45,0,0.23,0,2.6,0,0,0,0,0,0,0.47,0,0.23,0,0,0,0,0,0
0,0,15,0,0,1.729,0,0,128,0.22,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0.88,0,0,0
0,0,19,0,0,2.306,0,0,203,4.58,0,0.28,0,2.86,0,0,0,0,0,0,0.57,0,0.28,0,0,0,0,0,0
0,0,3,0,0.41,1.12,0,0,56,0,0,0.83,0,1.67,0,0.83,0,0,0,0,0.41,0,0,0,0,0.83,0,0.41,0
0.002,0.007,36,0,0.33,2.128,0.05,0,3467,0,0,0.01,0.13,0.15,0,0.15,0.03,0.22,0,0.08,0.03,0.03,0.06,0,0.01,0.64,0,0.01,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,1.857,0,0,117,0.33,0,0,0.33,0,0.33,0,0,0,0.33,0,0,0,0,0,0.33,0.33,0,0,0
0,0,1,0,0,1,0,0,7,0,0,2.77,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,2.333,0,0,28,0,0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0
0,0,18,0,0,2.416,0.52,0,116,0,0,0,0,0.52,0,0.52,0,0,0,0,0,0,0,0,0,1.56,0,0,0
0,0,5,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1.25,0,0,5,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,1.21,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
0.024,0,82,0,0.94,5.15,0.13,0,582,0.13,0,0,0.27,1.89,0.94,0.54,0,0,0.13,0,0.13,0,0.27,0,0,1.21,0,0,0
0,0,11,0,0,2.842,0,0,54,0,0,0,0,2.53,0,0,0,0,0,0,0,0,1.26,0,1.26,1.26,0,0,0
0.197,0,13,0,1.28,2.35,0,0,94,0,0,1.28,0.64,0,0,0,0,0,0,0,0,0,0,1.28,0,0.64,0,0,0
0.502,0,11,0,0,1.547,0,0,113,1.01,0,5.55,0.5,1.01,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0
0,0,10,0,0,1.936,0,0,122,0,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0
0,0,18,0,0,1.784,0,0,141,0,0,0,0.68,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,0,1.784,0,0,141,0,0,0,0.68,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,2.15,0.9,0,43,2.7,0,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
0,0,13,0,0,2.135,0,0,126,1.98,0,0,0,0,0.49,0,0,0,0,0.99,0,0,0,0,0,0.49,0,0.99,0
0,0,74,0.23,0,3.184,0,0,207,0,0.23,0,0,0.23,0,0,0,0,0,0.23,0.23,0,0,0,0,0.46,0,0,0
0.135,0,13,0,0,2.288,0,0,103,3.44,0,1.72,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0
0.041,0.041,31,0,0,2.321,0.1,0,469,3.17,0,0,0,0,0,0,0,0.21,0,0.52,0.1,0,0.1,0,0,1.9,0,0,0
0,0,5,0,0,1.375,0,0,99,1.61,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0
0,0,11,0,0,1.522,0,0,67,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1.115,0,0,29,0,0,0.43,0.43,2.19,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0
0,0,9,0,0,1.412,0,0,89,0.23,0,0,0.69,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,1.38,0,0,0
0,0,9,0,0,2.5,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,1.523,0,0,32,0,0,0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.176,0,0,20,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0
0,0,4,0,0,2,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026,0,45,0,0.96,2.894,0,0,411,2.69,0,0.77,0.19,1.54,1.54,0.19,0,0,0,0,0.19,0,0.19,0,0.38,0.38,0,1.15,0
0,0,42,0,0.65,5.555,0,0,500,4.9,0,0.32,0,0.32,4.24,0,0,0,0,0.65,0,0,1.3,0,0.32,0,0,0.65,0
0.043,0,17,0,0,2.111,0.25,0,190,2.06,0,0.25,0,0.25,1.03,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0
0,0,15,0,0,1.857,0,0,104,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0
0.05,0,45,0,2.22,3.772,0,0,249,1.33,0,0.88,0.44,2.22,0.44,0.44,0,0,0,0,0,0,0.44,0,0.88,0.88,0,0.88,0
0.056,0,6,0,0,1.788,0,0,93,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0
0,0,2,0,0,1.166,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,79,0,0.83,2.724,0,0,316,1.1,0,0,0,1.1,0.27,1.1,0.27,0,0,0,0,0,0.27,0,0,0.55,0,0.27,0
0,0.037,7,0,1.45,1.531,0,0,147,0.87,0,0,0.29,1.16,0,0.29,0.29,0.58,0.29,0.29,0,0,0,0,0,1.45,0,0,0
0,0,1,0,0,1,0,0,11,0,0,2.56,0,2.56,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0
0.374,0,5,0,0,1.375,0,0,22,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0
0,0,5,0,0,2.666,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0
0,0,1,0,1.11,1,0,0,22,1.11,0,0,2.22,1.11,1.11,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0
0,0,2,0,0,1.25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,1.8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,0,2.277,0,0,41,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0
0,0,29,0,8,5.888,0,0,53,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,1.629,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42,0,0,5.593,0,0,330,4.22,0,0.93,0.93,1.4,1.87,0,0,0,0,0,0,0,0.93,0,0,0.46,0,0.46,0
0,0,4,0,0,1.187,0,0,19,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0
0.238,0,8,0,0,2,0,0,50,0,0,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,1.49,0,0,0
0.102,0,30,0,0,2.531,0,0,81,1.98,0,0,0,1.32,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0
0.159,0,13,0,0,1.616,0,0,173,1.15,0,0,0,0.23,0.92,0,0,0,0.23,0.46,0.23,0,0,0,0.23,0.92,0,0.23,0
0,0,2,0,0,1.058,0,0,18,0,0,1.23,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.235,0,4,0,1.6,1.38,2.4,0,29,0,0,0,0,5.6,0,0,0,0,0.8,0,0,0,1.6,0,0,0,0,0,0
0,0.023,24,0,0,2.182,0,0,659,1.83,0.22,0,0,0,0,0.07,0.15,0.53,0,0,0.07,0,0,0,0,1.07,0,0,0
0.014,0,63,0,0.5,4.325,0,0,545,2.93,0,0,0.4,1.01,0,0.2,0.3,0.1,0,0,0,0.3,0,0,0,1.71,0,0,0
0.181,0,4,0,0,1.285,0,0,27,0,0,1.11,1.11,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0
0.336,0,4,0,0,1.555,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
0,0.02,24,0,0,2.25,0,0,720,2.23,0.22,0,0,0,0.07,0.07,0.14,0.52,0,0,0.07,0,0,0,0,1.04,0,0,0
0,0,6,0,0,1.197,0,0,109,0.83,0,0,0,1.39,0.55,0,0,0.27,0.27,0,0,0,0,0,0,1.94,0,0.83,0
0,0,24,0,0,3.5,0,0,35,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,1.06,1.705,0,0,29,0,0,1.06,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0
0,0,4,0,0,1.714,0,0,12,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0
0,0,5,0,0,1.428,0,0,50,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
0,0,8,0,0.55,1.657,0,0,58,1.1,0,0,0,1.65,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0.55,0
0,0,3,0,1.16,1.2,0,0,12,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,1.16,0,1.16,0,0,0
0,0,4,0,0,1.714,0,0,12,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
0,0,1,0,0,1,0,0,2,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0.17,1.685,0,0,204,1.04,0,0,0,0,0,0,0,0.69,0,0,0.17,0,0,0,0,0.52,0,0.34,0
0,0,13,0,0,1.913,0.8,0,44,1.61,0,0,1.61,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
0,0,4,0,0,1.642,1.02,0,23,0,0,0,2.04,1.02,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0
0,0,10,0,0,1.866,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,11,0,0,2.166,0,0,39,2.4,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
0,0,55,0,0,1.958,0,0,190,1.7,0,0,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0.85,0,0,0
0,0,4,0,0,1.333,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,1.88,1.307,0,0,17,0,0,1.88,0,1.88,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0
0.188,0,47,0,0,3.461,0.5,0,180,0.5,0,0,0,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
0,0,26,0,0.71,3.041,0,0,73,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049,0,54,0,0,1.919,0,0,167,0,0,0,0,0,0,0.36,0,0,0,0,0.73,0,0,0,0,1.46,0,0,0
0,0.04,20,0,0,2.275,0,0,421,2.57,0,0,0,0,0,0,0,0.42,0,0.42,0,0,0,0,0,1.28,0,0,0
0,0,3,0,0,1.6,0,0,8,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055,0,45,0,3.04,4.275,0,0,248,1.52,0,1.01,0.5,2.03,0.5,0.5,0,0.5,0,0,0,0,0.5,0,1.01,1.01,0,1.01,0
0,0,13,0,0,3.888,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.139,0,15,0,0,2.13,0,0,49,0,0,0,0,3.94,0,1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0
0.404,0,15,0,0,2.076,0,0,27,0,0,0,0,2.27,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0
0.862,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,3.03,1.133,0,0,17,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093,0,17,0,0,1.705,0,0,87,0.65,0,0,0.65,0,3.26,0.65,0,0.65,0,0,0,0,0,0,0,0.65,0,0.65,0
0,0,14,0,0,2.023,0,0,85,0,0,0,0,0.37,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0
0,0,19,0,0,2.857,0,0,120,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0.66,0,0,0,0,0,0
0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0
0,0,9,0,0,1.568,0,0,69,3.03,0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
0,0,10,0,0.46,1.51,0,0,74,0.92,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0,1.969,0,0,130,0.83,0,0,0,0,0.41,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0
0,0,12,0,0,2.138,0,0,77,4.27,0,2.56,0,0.85,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0
0,0,5,0,1.34,1.222,0,0,33,0,0,0.67,0.67,1.34,0,0,0,0,0,0,0,0.67,0,0,0,2.01,0,0,0
0,0,7,0,0,1.545,0,0,136,0.5,0,0,0,0.25,0.25,0,0,0,0.25,0.5,0.25,0,0,0,0.25,1.01,0,0.25,0
0,0,12,0,1.33,1.647,0,0,28,8,0,0,1.33,0,8,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047,0.061,20,0,0.65,1.686,0.13,0,1184,1.49,0,0,0.09,0.93,0.32,0.23,0.04,0.04,0.04,0.04,0,0,0.04,0.04,0.04,0.74,0,0.18,0
0,0,1,0,3.22,1,0,0,8,0,0,0,3.22,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,0,0,2.161,0,0,575,2.75,0.2,0,0.2,0,0,0.1,0,0.81,0,0,0.1,0,0,0,0,2.04,0,0,0
0,0,11,0,0,3.478,0,0,80,1.36,0,0,0,0,1.36,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0
0,0,12,0,0,2.018,0,0,107,4.44,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0
0,0.016,47,0,0,2.232,0,0,393,0.41,0,0.52,1.04,0.2,0.2,0.31,0,0,0,0,0.1,0,0,0,0,0.1,0.033,0.2,0
0,0,5,0,0,1.4,0,0,14,0,0,0,2.7,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0
0,0,3,0,0,1.333,0,0,16,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,1.426,0,0,97,1.4,0,0,0.84,0.28,0.84,0.28,0,0,0,0,0,0,0,0,0,1.96,0,0.84,0
0,0,12,0,0,2.117,0,0,108,1.11,0,1.66,0,0,0.55,0,0,0,0,0,0,0,0.55,0,0,0,0,0.55,0
0,0,42,0,0,3.26,0,0,75,0,0,2.6,0,4.34,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054,0,9,0,0.32,2.16,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133,0,4,0,0.78,1.565,0,0,36,0,0,0.78,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1.5,0,0,3,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055,0,54,0,1.42,15.333,0,0,138,0,0,0,0.71,0,0,0.71,0,3.57,0,0,0,0,0,0,0,0,0,0,0
0.119,0,6,0,0,1.272,0,0,42,0,0,0,0.82,0,1.65,0.82,0,0.82,0,0,0,0,0,0,0,0.82,0,0.82,0
0,0,40,0,2.43,5.3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,2.43,0,0,0
0.348,0,4,0,0,1.312,0,0,21,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.045,13,0,0.52,1.823,0,0,155,1.83,0,0.52,1.04,0.52,1.57,0.52,0,0,0,0,0,0,0,0,0,1.04,0,0.26,0
0,0.054,13,0,0.62,1.671,0,0,107,1.57,0,0.31,0.62,0.62,1.57,0.62,0,0,0,0,0,0,0,0,0,1.25,0,0,0
0,0,55,0,0.31,3.183,0,0,191,0.63,0,0,0,0,0.63,0.31,0,0,0,0,0,0,0,0,0.31,0.63,0,0.63,0
0,0,18,0,0,1.637,0,0,511,0,0,0,0.11,0.11,0,0.11,0.11,0,0,0,0,0,0,0,0.11,1.02,0,0,0
0,0.062,6,0,0.71,1.574,0,0,85,0,0,0.35,0.71,0.71,0,0.71,0,0,0,0,0,0,0,0,0,1.43,0,0,0
0,0,53,0,0,14,0,0,56,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.75,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.063,26,0,0,2.542,0.1,0,605,3.14,0.1,0,0,0.1,0,0.1,0.31,0.1,0,0.1,0,0,0,0,0,0.52,0,0,0
0,0,200,0,1.4,17.904,0,0,376,0,0,0.7,0,1.4,0,0,0,0.7,0,0,0,0,0,0,0,1.4,0,0,0
0,0,6,0,1.16,1.866,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0
0,0,11,0,0,2.227,0,0,49,3.63,0,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0
0,0,13,0,0.62,1.712,0.62,0,149,1.25,0,0,0,1.88,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1.25,0,0,15,0,0,1.63,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0
0,0.265,3,0,0,1.347,0,0.8,31,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.059,26,0,0,2.529,0.1,0,597,3.02,0.1,0,0,0.1,0,0.1,0.2,0.1,0,0.1,0,0,0,0,0,0.41,0,0,0
0,0,11,0,0,2.16,0,0,54,6.89,0,0,0,1.72,3.44,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0
0,0,11,0,0,3.312,0,0,53,4.65,0,2.32,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0
0,0,11,0,0,2.885,0,0,101,0.78,0,0,0,1.57,0.78,0,0,0,0,0,0,0,1.57,0,0,4.72,0,0,0
0,0,7,0,0,1.647,0,0,28,0,0,0,0,1.28,0,2.56,0,0,0,0,0,0,0,0,0,1.28,0,0,0
0,0,19,0,0,2.206,0,0,128,0.61,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.61,1.22,0,0,0
0,0,20,0,0,3.666,0,0,506,0.97,0,0,0.16,0,1.13,0.32,0,0,0.16,0,0.16,0,0,0,0,0,0,0,0
0.204,0,3,0,0,1.214,0,0,34,0,0,1.12,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0
0,0,13,0,0.39,2.156,0,0,207,0.79,0,0.59,0,2.59,0.39,0.59,0,0,0,0,0,0,0.39,0,0,0,0.062,0.39,0
0.139,0,12,0,0,1.767,0,0,76,1.75,0,2.63,0,1.75,0.87,0.87,0.87,0,0,0,0,0,2.63,0,0,0.87,0,0.87,0
0.077,0,33,0,1.21,3.277,0.6,0,177,1.21,0,0,0,0.6,1.82,0.6,0,0,0,3.04,0,0,0,0,0,0.6,0,0.6,0
0,0,19,0,0.82,2.111,0,0,76,0,0,0,0,1.65,1.65,0,0,0,0,0,0,0,0.82,0,0,0.82,0,0,0
0,0,7,0,0,1.722,0,0,31,2.12,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.111,0.223,6,0,0.73,1.76,0,0,88,0.73,0,0,0,2.2,0.73,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0
0.361,0.18,6,0,0.87,1.72,1.75,0,86,0,0,0,0.87,2.63,0,0,1.31,0,0,0,0,0,0,0,1.31,0.43,0,0,0
0,0,1,0,0,1,0,0,4,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.285,2.94,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0
0,0,4,0,0,1.384,0,0,18,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,1.884,0,0,98,0,0,0.47,0.95,0.95,0.47,0.47,0,0,0,0,0.47,0,0,0,0,0.47,0,0,0
0,0.651,3,0,3.5,1.125,0,0,18,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0
0,0,1,0,0,1,0,0,8,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0.4,1.754,0,0,93,4.08,0,0,0.81,0.4,4.08,0,0,0,0,0,0,0,1.22,0,0,0.4,0,1.22,0
0.285,0,12,0,0,1.777,0,0,80,1.76,0,1.76,0.88,1.76,0.88,0,0.88,0,0,0,0,0,2.65,0,0,0,0,0.88,0
0,0,13,0,0,1.848,0,0,122,0.83,0,0,0,0,0.41,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0
0.082,0,20,0,0,3.525,0,0,208,2.07,0,0,0.51,0,2.07,0.51,0,0,0,0,0,0,0,0,0,0.51,0,0,0
0,0,35,0,0,3.657,0,0,534,1.38,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0.13,0,0.27,0,0,0
0,0,11,0,0,2.5,0,0,50,4.65,0,2.32,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0
0,0,11,0,0,1.846,0,0,48,3.5,0,0,0,1.75,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.097,0,12,0,0,2.291,0,0,307,5.14,0,2.28,0.28,0,4,0,0,0,0,0,0,0,0,0,0.85,0.57,0.097,1.14,0
0,0,1,0,0,1,0,0,18,0,0,0.91,0,5.5,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,47,0,1.99,3.716,0,0,472,1.79,0,0.39,0.19,2.79,0.19,0.59,0.39,0,0.19,0,0,0,0.59,0,0.79,0.19,0,0,0
0,0,8,0,0,1.517,0,0,88,0,0,0,1.15,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
