@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58_clustered'

@attribute Instance_number numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}
@attribute Cluster {cluster0,cluster1}

@data
4201,0,0,47,0,0,2.843,1.03,0,91,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4202,0,0,6,0,0.76,1.444,0,0,26,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,cluster1
4203,0.13,0,47,0,0.91,2.457,0,1.83,86,0,0,0,0,5.5,0,0.91,0,0,0,0,0,0,0,0,0,0.91,0,0,0,cluster0
4204,0,0,47,0,0.83,3.137,0,0,91,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,cluster1
4205,0.361,0.18,4,0,0,1.652,0,0,38,0,0,0,0,1.17,0,1.17,0,0,0,0,0,0,1.17,0,0,2.35,0,0,0,cluster1
4206,0.327,0.327,4,0,0,1.482,0,0,43,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,cluster1
4207,0.263,0,2,0,0.78,1.047,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0.78,0,0,0,0,cluster1
4208,1.156,0.192,6,0,0,1.7,0,0,34,0,0,0,1.17,1.17,0,1.17,0,0,0,0,0,0,0,0,0,3.52,0,0,0,cluster0
4209,0.284,0.213,12,0,0.39,1.565,0,0,72,0,0,0,0,3.13,0,1.17,0,0,0,0,0,0,0,0,0,2.35,0.071,0,0,cluster0
4210,0.441,0,6,0,0.75,2,0.75,0,54,0,0,0,0.75,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0.75,0,0,0,cluster0
4211,0.331,0,4,0,0,1.714,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4212,0.33,0,4,0,0,1.769,0,0,23,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,cluster1
4213,0.062,0,13,0,0,1.414,0,0,116,0,0,0,0.36,1.08,0,0.36,0,0,0,0,0,0,0,0,0,0.72,0,0,0,cluster1
4214,0.238,0,55,0,1.75,4.375,1.75,0,70,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,cluster0
4215,0.261,0.065,55,0,0.78,2.89,0.39,0.39,159,0,0.39,0,0.39,1.17,0,0.39,0,0,0,0,0.39,0,0,0,0.39,0,0,0,0,cluster1
4216,0,0,55,0,3.94,5.2,1.31,1.31,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,1.31,0,0,0,cluster0
4217,0,0,4,0,0,1.315,0,0,25,0,0,0,0,2.05,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4218,0.342,0,1,0,0.71,1,0,0,31,0,0,0,0,2.15,0,0.71,0,0,0,0,0,0,0,0,0,0.71,0,0,0,cluster1
4219,0.056,0,70,0,0.9,5.8,0.45,0,290,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.45,0,0.45,0,0.056,0,0,cluster1
4220,0,0.109,9,0,0,1.705,1.88,1.25,58,0,0,0,0.62,4.4,0,1.25,0,0,0,0,0,0,0,0,0,1.25,0.109,0,0,cluster0
4221,0.709,0,4,0,0.94,1.119,0,0,47,0,0,0,0,2.84,0,0.31,0,0,0,0,0,0,0,0,0,0.31,0,0,0,cluster1
4222,0.119,0,3,0,0.43,1.086,0,0,101,0,0,0,0.21,1.94,0,0.21,0,0,0,0.21,0,0,0,0,0,0,0.039,0,0,cluster1
4223,0.692,0,5,0,0,1.727,0,0,19,0,0,0,0,5.55,0,1.85,0,0,0,0,0,0,1.85,0,0,1.85,0,0,0,cluster0
4224,0.216,0,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4225,0.324,0,3,0,0.35,1.12,0,0,56,0,0,0,0.35,2.47,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4226,0.653,0,5,0,0,1.666,0,0,10,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4227,0.432,0,1,0,1.17,1,0,0,35,0,0,0,0,1.76,0,0.58,0,0,0,0,0.58,0,0,0,0,0,0,0,0,cluster0
4228,0.308,0,4,0,0.86,1.148,0,0,54,0,0,0,0.57,2.87,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0,cluster1
4229,0.62,0,1,0,0,1,0,0,26,0,0,0,0.63,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4230,0,0,1,0,0,1,0,0,8,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4231,0.757,0,4,0,0,1.222,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4232,0,0,21,0,1.86,1.514,0.13,0,159,0,0,0,0.13,3.85,0,0.13,0.13,0,0,0,0,0,0,0.13,0,0.13,0.022,0,0,cluster0
4233,0,0,21,0,1.47,1.77,0,0,85,0,0,0,0,2.94,0,0,0,0,0.49,0,0,0,0,0,0,0.49,0.08,0,0,cluster0
4234,0,0,4,0,0,1.5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4235,0,0,4,0,0.81,1.333,0,0,28,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4236,0,0,4,0,0,1.4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4237,0,0,2,0,0,1.071,0,1.69,15,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4238,0,0,4,0,3.75,1.411,0,0,24,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,cluster0
4239,0,0,4,0,2.63,1.6,0,0,16,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4240,0.175,0,3,0,0.52,1.093,0.52,0,35,0,0,0,0,1.04,0,0.52,0,0,0.52,0,1.57,0,0,0,0.52,0,0,0,0,cluster1
4241,0,0,1,0,2.94,1,0,0,6,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4242,0,0,21,0,1.92,3.5,0,0,42,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,cluster0
4243,0.029,0,11,0,0,1.131,0.39,0,155,0,0,0,0,0.99,0,0.19,0,0,0,0,0,0,0,0,0,0.79,0,0,0,cluster1
4244,9.575,0,5,0,0,1.387,0,0,43,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4245,5.054,0,18,0,0,1.403,0.28,0.28,80,0,0,0,0,1.97,0,0.28,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,cluster1
4246,6.387,0,4,0,0,1.131,0,0,69,0,0,0,0.36,2.19,0,0.73,0,0,0,0,0.36,0,0,0,0,0,0,0,0,cluster1
4247,0.45,0,4,0,0.97,1.138,0.48,0.48,41,0,0,0,0,2.43,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4248,0,0,1,0,0,1,0,0,35,0,0,0,0,1.85,0,0,0,0,0,0,0.61,0,0,0,0,0.61,0,0,0,cluster1
4249,0,0,11,0,1.07,1.787,0,0,118,0,0,0,0,3.58,0,0.35,0,0,0.35,0,0.35,0,0.35,0,0,0.71,0,0,0,cluster0
4250,0,0,5,0,2.59,1.5,0,0,51,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,cluster0
4251,0.087,0,6,0,0,1.218,0.51,0,39,0,0,0,0,1.03,0,0.51,0,0,0,0,0.51,0,0,0,0,0,0,0,0,cluster1
4252,0,0,11,0,1.16,1.843,0,0,118,0,0,0,0,3.5,0,0.38,0,0,0.38,0,0.38,0,0.38,0,0,0.77,0,0,0,cluster0
4253,0,0,14,0,0.95,2.608,0,0,60,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4254,0.253,0,9,0,3.07,2.172,0,0,63,0,0,0,0,3.07,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,cluster0
4255,0.278,0,4,0,1.69,1.777,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0,0,0,cluster1
4256,0,0,1,0,3.33,1,0,0,6,0,0,0,0,3.33,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,cluster0
4257,0,0,21,0,0,2.391,0,0,55,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,cluster1
4258,0,0.138,21,0,0.87,2.136,0,0.87,47,0,0,0,0,3.5,0,0.87,0,0,0.87,0,0,0,0.87,0,0,0.87,0,0,0,cluster0
4259,0,0,21,0,0,2.769,0,0,36,0,0,0,0,3.03,0,0,0,0,3.03,0,0,0,3.03,0,0,0,0,0,0,cluster1
4260,0.169,0,21,0,0,2.052,0,0,39,0,0,0,0,5.43,0,0,0,0,1.08,0,0,0,1.08,0,0,3.26,0,0,0,cluster0
4261,0,0,21,0,0,2.538,0,0,33,0,0,0,0,8.1,0,0,0,0,2.7,0,0,0,2.7,0,0,0,0,0,0,cluster0
4262,0.082,0,17,0,0,2.674,0,0,115,0,0,0,0.58,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1.403,0,0,cluster1
4263,0.25,0,3,0,0,1.285,0,0,18,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4264,0,0,21,0,0,2.105,0,0,40,0,0,0,0,5.12,0,0,0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,cluster1
4265,0.063,0,43,0,0.36,7.326,0,0,359,0,0,0,0,1.47,0,0.36,0,0,0.36,0,0,0,0.36,0,0,0,0.507,0,0,cluster1
4266,0.071,0,43,0,0.21,6.822,0,0,614,0,0,0,0,1.26,0,0.21,0,0,0.42,0,0,0,0.42,0,0,0,0.503,0,0,cluster1
4267,0.063,0,43,0,0,6.423,0,0,334,0,0,0,0.36,1.08,0,0,0,0,0.36,0,0,0,0.36,0,0,0.36,0.504,0,0,cluster1
4268,0.074,0,43,0,0,7.288,0,0,328,0,0,0,0.44,0.44,0,0,0,0,0.44,0,0,0,0.44,0,0,0.44,0.592,0,0,cluster1
4269,0.07,0,43,0,0,7.531,0,0,354,0,0,0,0,0.41,0,0,0,0,0.41,0,0,0,0.41,0,0,0.41,0.776,0,0,cluster1
4270,0,0,21,0,0,2.222,0,0,40,0,0,0,0,2.7,0,1.35,0,0,1.35,0,0,0,1.35,0,0,0,0,0,0,cluster0
4271,0,0,21,0,1.38,2.052,0,0,39,0,0,0,0,9.72,0,1.38,0,0,1.38,0,0,0,1.38,0,0,0,0,0,0,cluster0
4272,0,0,21,0,0,2.692,0,0,35,0,0,0,0,6.38,0,0,0,0,2.12,0,0,0,2.12,0,0,2.12,0,0,0,cluster0
4273,0.06,0,43,0,0,7.464,0,0,418,0,0,0,0,1.42,0,0,0,0,0.35,0,0,0,0.35,0,0,0.35,0.481,0,0,cluster1
4274,0.327,0,6,0,0,1.263,1.01,0,24,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,cluster1
4275,0.062,0,43,0,0.36,6.912,0,0,394,0,0,0,0,1.46,0,0,0,0,0.36,0,0,0,0.73,0,0,0,0.503,0,0,cluster1
4276,0,0,21,0,0,3.555,0,0,96,0,0,0,0,4.28,0,0,0,0,1.42,0,0,0,1.42,0,0,0,0,0,0,cluster1
4277,0,0,21,0,1.78,2.388,0,0,43,0,0,0,0,8.92,0,0,0,0,1.78,0,0,0,1.78,0,0,3.57,0,0,0,cluster0
4278,0,0,16,0,0,2.482,0,0,144,0.73,0,0,0,3.3,1.1,0.73,0,0,0,0,0,0,0.73,0,0,0.73,0,0.36,0,cluster1
4279,0,0,8,0,1.49,1.933,0,0,29,0,0,0,0,4.47,1.49,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,cluster0
4280,0,0.093,12,0,0.69,2.744,0,0,129,1.39,0,0,0,4.19,3.49,0,0,0,0,0,0,0,0.69,0,0,2.09,0,0.69,0,cluster1
4281,0.079,0,36,0,0.96,1.695,0.16,0,290,0.16,0,0,0,3.21,0.16,0.32,0,0,0,0,0.16,0,0.16,0,0,1.44,0.053,0.16,0,cluster0
4282,0.154,0,48,0,0,3.304,0,0,76,0,0,0,0,5.1,0,0,0,0,0,0,0,0,1.02,0,0,1.02,0,0,0,cluster1
4283,0,0,11,0,0,1.75,0,0,35,0,0,0,0,2.32,2.32,2.32,0,0,0,0,0,0,2.32,0,0,0,0,0,0,cluster0
4284,0.306,0.102,22,0,0,2.538,0,0,99,0.72,0,0,0,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4285,0,0,2,0,0,1.035,0,0.56,29,0,0,0,0,2.27,0,0,0,0,0.56,0,0,0,0,0,0,0.56,0.099,0,0,cluster1
4286,0,0,6,0,2.02,1.636,0,0,72,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,cluster0
4287,0,0,5,0,0,1.307,0,0,17,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4288,0.06,0,43,0,2.81,2.533,1.8,0,228,0,0,0,0.6,1.8,0,0,0,0,0.8,0.2,0,0,0.2,0,2.2,0,0,0,0,cluster0
4289,0.142,0.071,19,0,2.16,1.934,0.84,0,383,0,0.18,0,0.09,2.72,0,0.37,0,0.09,0.37,0.37,0.09,0,0,0,0.56,0.28,0.014,0,0,cluster0
4290,0,0,3,0,0,1.571,0,0,11,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4291,0,0,3,0,0,1.2,0,0,12,0,0,0,0,2.27,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,cluster1
4292,0.168,0,10,0,0,1.459,0,0,54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,cluster1
4293,0,0,9,0,0,2.084,0,0,123,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,cluster1
4294,0,0,4,0,0,1.264,0,0,43,0,0,0,1.13,2.65,0,0.37,0,0,0,0,0,0,0.75,0,0,1.13,0,0,0,cluster1
4295,0,0,4,0,0.99,1.222,0,0,22,0,0,0,0.99,4.95,0,1.98,0,0,0,0,0,0,0,0,0,1.98,0,0,0,cluster0
4296,0.271,0,2,0,0.5,1.057,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,cluster1
4297,0.157,0,15,0,0,2,0,0,84,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,cluster1
4298,0.064,0,55,0,0,3.587,0,0,226,0,0,0,0.17,2.73,0,0.51,0,0,0,0,0,0,0,0,0,0.34,0,0,0,cluster1
4299,0.473,0,24,0,0,2.5,0,0.46,40,0,0,0,0,3.7,0,0.46,0,0,0,0,0,0,0,0,0,0.46,0,0,0,cluster1
4300,0.188,0,9,0,1.35,1.302,0,0,297,0,0,0,0.09,4.24,0,0.36,0,0,0,0,0,0,0,0,0.18,0,0,0,0,cluster0
4301,0.12,0,9,0,0,1.96,0,0,49,0,0,0,0,3.61,0,3.61,0,0,0,0,0.6,0,0,0,0,0,0.12,0,0,cluster0
4302,0.07,0,43,0,0,7.416,0,0,356,0,0,0,0,1.65,0,0,0,0,0.82,0,0,0,1.24,0,0,0,0.562,0,0,cluster1
4303,0.438,0,3,0,5.55,1.214,0,0,17,0,0,0,0,2.77,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,cluster0
4304,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,9.52,0,0,0,4.76,0,0,0,0,0,0,cluster1
4305,0.048,0,43,0,0,5.802,0,0,412,0,0,0,0,1.94,0,0,0,0,0.27,0,0,0,0.27,0,0,0,0.482,0,0,cluster1
4306,0,0,1,0,0,1,0,0,12,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4307,0.243,0,1,0,0,1,0,0,31,0,0,0,0,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0.71,0,0,0,cluster1
4308,0.141,0,43,0,0,6.51,0,0,319,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,cluster1
4309,0.073,0,43,0,0,5.754,0,0,328,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,0,cluster1
4310,0.059,0,43,0,0,5.016,0,0,311,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,cluster1
4311,0.24,0,43,0,0.22,5.397,0,0,448,0,0,0,0,1.11,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0.28,0,0,cluster1
4312,0.073,0,43,0,0,6.186,0,0,266,0,0,0,0,2.1,0,0,0,0,0,0,0.42,0,0,0,0,0.84,0.441,0,0,cluster1
4313,0,0,4,0,0,1.333,0,0,20,0,0,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,cluster0
4314,0,0,3,0,0.95,1.076,0,0,28,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4315,0,0.116,5,0,0.62,1.419,0,0,44,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4316,0,0,1,0,0,1,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,cluster1
4317,0,0,1,0,0,1,0,0,9,0,0,0,0,7.4,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4318,0.266,0,1,0,0,1,0,0,23,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0,0,cluster1
4319,0,0,1,0,4.87,1,0,9.75,7,0,0,0,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4320,0,0,3,0,0,1.142,0,0,16,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,cluster1
4321,0.122,0.285,19,0,2.16,3.714,0,0,286,0,0.48,0,0,0.72,0,0,0.24,0.24,0,0,0,0.24,0,0,0,0.72,0,0,0,cluster0
4322,0,0,14,0,0,1.505,0,0,128,0,0,0,0.3,1.21,0,0.91,0,0,0,0,0,0,0,0,0,0.3,0,0,0,cluster1
4323,0.208,0,15,0,0,2.655,0,0,77,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4324,0,0,1,0,0,1,0,0,10,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4325,0.109,0.054,18,0,0.31,2.193,0,0,136,0,0,0,0,0.93,0,0,0,0,1.25,0,0,0,0,0,1.56,2.81,0,0,0,cluster1
4326,0.285,0,31,0,0,2.043,0,0,141,0,0,0,0.22,0.91,0,0,0,0,0.22,0,0,0,0,0,1.59,1.36,0,0,0,cluster1
4327,0,0,8,0,0,1.442,0,0,75,0,0.51,0,1.53,1.02,0,0.51,0,0,0,0,0,0,0.51,0,0,0.51,0,0,0,cluster1
4328,0.406,0,6,0,1.03,1.425,0,0,77,0,0,0,0.34,2.74,0,0.34,0,0,0,0,0,0,0,0,0.34,1.37,0,0,0,cluster0
4329,0.377,0,1,0,0,1,0,0,33,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4330,0.232,0,8,0,0,1.296,0,0,35,0,0,0,0,2.56,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,cluster1
4331,0,0,4,0,1.06,1.238,0,0,26,0,0,0,1.06,5.31,0,2.12,0,0,0,0,0,0,0,0,0,2.12,0,0,0,cluster0
4332,0.038,0,12,0,0.52,1.541,0.26,0,202,0,0,0,0.52,1.31,0,0.26,0,0,0,0,0,0,0.26,0,0,0.26,0.038,0,0,cluster1
4333,0,0,12,0,0.69,2.184,0.69,0,83,2.09,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0.69,0,1.39,0,cluster1
4334,0,0,34,0,0,3.533,0,0,159,2.18,0,0,0.54,3.82,2.18,0,0.54,0,0,0,0,0,0,0,0,1.09,0,1.09,0,cluster1
4335,0,0.204,15,0,1.25,2.45,0,0,49,1.25,0,0,0,2.5,1.25,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,cluster1
4336,0.563,0,55,0,0.55,2.928,0.55,0,82,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0.55,0.55,0,0,0,0,cluster1
4337,0.407,0,14,0,0.54,2.038,0.54,0,53,0,0,0,0,1.63,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,cluster1
4338,0,0,77,0,0,8.761,1.13,0,184,0,0,0,0,2.27,0,2.27,0,0,0,0,0,0,0,0,1.13,2.27,0,0,0,cluster0
4339,0,0,12,0,0.92,2.535,0,0,71,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,cluster0
4340,0.766,0,1,0,0,1,0,0,18,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,cluster0
4341,0.055,0,63,0,0.51,3.08,0,0,419,0,0,0,0,1.78,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0.38,0.018,0,0,cluster1
4342,0.051,0,63,0,0.9,2.944,0.11,0,427,0,0,0,0,2.81,0,0.33,0,0.11,0,0,0,0,0.11,0,0,0.45,0.017,0,0,cluster1
4343,0,0,71,0,0.6,6.09,0,0,201,0,0,0,0.6,1.82,0,0,0,0,0.6,0,0,0,2.43,0,0,0.6,0.09,0,0,cluster1
4344,0,0,71,0,0.6,6.09,0,0,201,0,0,0,0.6,1.82,0,0,0,0,0.6,0,0,0,2.43,0,0,0.6,0.09,0,0,cluster1
4345,0,0,3,0,0,1.625,0,0,13,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,cluster0
4346,0,0,1,0,7.14,1,0,0,3,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4347,0.302,0,14,0,0.33,1.562,0,0,100,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,cluster1
4348,0.633,0,11,0,0.55,1.386,0,0,61,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4349,0.312,0,2,0,0,1.08,0,0,27,0,0,0,0,7.75,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,cluster0
4350,0.037,0.037,20,0,1.56,1.797,0,0,169,0,0,0,0.52,1.56,0,0.26,0,0,0,0,0,0,0,0,0.52,0,0,0,0,cluster0
4351,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4352,0.048,0.048,15,0.68,2.73,1.405,0.34,0,97,0,0,0,0.68,3.42,0,0,0.34,0,0.34,0,0,0,0.34,0,1.36,0,0,0,0,cluster0
4353,0.044,0.132,15,0.59,1.49,1.592,0,0,121,0,0,0,0.29,3.58,0,0.59,0.29,0,0,0.29,0.59,0,0.29,0,0.89,0,0,0,0,cluster0
4354,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4355,0.093,0,9,0,1.1,1.11,0,0,261,0,0,0,0,2.79,0,0.32,0,0,0,0,0,0,0.06,0,0.06,0.06,0,0,0,cluster1
4356,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4357,0.099,0,18,0,1.03,1.329,0,0,214,0,0,0,0,3.02,0,0.6,0,0,0,0,0,0,0,0,0,0.43,0,0,0,cluster0
4358,0,0,18,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4359,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4360,0.271,0,30,0,0,5.689,0,0,330,0,0,0,0,0.39,0,1.18,0,0,1.57,0,0,0,2.36,0,0,0.78,0.067,0,0,cluster1
4361,0,0,1,0,0,1,0,0,17,0,0,0,0,7.14,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,cluster0
4362,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4363,0,0,13,0,0.6,1.967,0,0,61,0,0,0,0,1.82,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4364,0,0,2,0,0,1.125,0,0,9,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4365,0.773,0,1,0,1.73,1,0,0,17,0,0,0,0,3.47,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,cluster0
4366,0,0,1,0,0.21,1,0,0,68,0,0,0,0,1.95,0,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,cluster1
4367,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4368,0.187,0,3,0,2.02,1.166,0,0,21,0,0,0,0,5.05,0,1.01,0,0,0,0,0,0,0,0,0,3.03,0,0,0,cluster0
4369,0.134,0,5,0,1.62,1.366,0,0,41,0.81,0,0,0,4.06,0,0.81,0,0,0,0,0,0,0,0,0,3.25,0,0.81,0,cluster0
4370,0.164,0,8,0,2.72,1.391,0,0,32,0,0,0,0,4.54,0,1.81,0,0,0,0,0,0,0,0,0,0.9,0,0,0,cluster0
4371,0,0,5,0,1.42,2.125,0,0,17,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4372,0.254,0,13,0,0.69,2,0.69,0,64,0,0,0,0,4.19,0,2.09,0,0,0,0,0,0.69,0,0,0,6.29,0,0,0,cluster0
4373,0,0,21,0,0,3.367,0.48,0,165,0,0,0,0.48,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,cluster1
4374,0.014,0,7,0,0.22,1.111,0,0,389,0.03,0,0,0.07,1.16,0,0.63,0,0.03,0,0,0.11,0,0.03,0,0.03,0.07,0,0,0,cluster1
4375,0.473,0,5,0,0,1.687,0,0,27,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,cluster1
